id,smishing
340819,0.000000000 0.0 0.0
340820,0.000000000 0.0 0.0
340821,0.000000000 0.0 0.0
340822,0.000000000 0.0 0.0
340823,0.000000000 0.0 0.0
340824,0.000000000 0.0 0.0
340825,0.000000000 0.0 0.0
340826,0.000000000 0.0 1e-05
340827,0.000000000 0.0 0.0
340828,0.000000000 0.0 0.0
340829,0.000000000 0.0 0.0
340830,0.000000000 0.0 0.0
340831,0.000000000 0.0 1e-05
340832,0.000000000 0.0 0.0
340833,0.022153442 0.0 0.0
340834,0.000000000 0.0 0.0
340835,0.000000000 0.0 0.0
340836,0.000000000 0.0 0.0
340837,0.000000000 0.0 0.0
340838,0.000000000 0.0 0.0
340839,0.000000000 0.0 0.0
340840,0.000000000 0.0 0.0
340841,0.000000000 0.0 0.0
340842,0.000000000 0.0 0.0
340843,0.000000000 0.0 0.0
340844,0.000000000 0.0 0.0
340845,0.000000000 0.0 0.0
340846,0.000000000 0.0 0.0
340847,0.000000000 0.0 0.0
340848,0.000000000 0.0 0.0
340849,0.000000000 0.0 0.0
340850,0.000000000 0.0 0.0
340851,0.000000001 0.0 0.0
340852,0.000000000 0.0 0.0
340853,0.000000000 0.0 0.0
340854,0.000000000 0.0 0.0
340855,1.000000000 0.0 0.0
340856,0.000000000 0.0 0.0
340857,0.000000000 0.0 0.0
340858,0.000000000 0.0 0.0
340859,0.000000000 0.0 0.0
340860,0.000000000 0.0 0.0
340861,0.000000000 0.0 0.0
340862,0.000000000 0.0 0.0
340863,0.000000000 0.0 0.0
340864,0.000000000 0.0 0.0
340865,0.000000000 0.0 0.0
340866,0.000000000 0.0 0.0
340867,0.000000000 0.0 2e-05
340868,0.000000055 0.0 0.0
340869,0.000000000 0.0 0.0
340870,0.000000000 0.0 0.0
340871,0.000000000 0.0 0.0
340872,0.000000000 0.0 0.0
340873,0.000000000 0.0 0.0
340874,0.000000000 0.0 0.0
340875,0.000000000 0.0 0.0
340876,0.000000000 0.0 0.0
340877,0.000000000 0.0 0.0
340878,0.000000000 0.0 0.0
340879,0.000000000 0.0 0.0
340880,0.000000000 0.0 0.0
340881,0.000000000 0.0 0.0
340882,0.000000000 0.0 0.0
340883,0.000000000 0.0 0.0
340884,0.000000000 0.0 0.0
340885,0.000000007 0.0 0.0
340886,0.000000000 0.0 0.0
340887,0.000000000 0.0 0.0
340888,0.000000000 0.0 0.0
340889,0.000000000 0.0 0.0
340890,0.000000000 0.0 0.0
340891,0.000000000 0.0 0.0
340892,0.853126594 0.0 0.0
340893,0.000000000 0.0 0.0
340894,0.000000000 0.0 0.0
340895,0.000000000 0.0 0.0
340896,0.000000000 0.0 0.0
340897,0.999991658 0.0 0.0
340898,0.999991658 0.0 0.0
340899,0.000000000 0.0 0.0
340900,0.000000000 0.0 0.0
340901,0.000000000 0.0 0.0
340902,1.000000000 0.0 0.0
340903,0.000000000 0.0 0.0
340904,0.000000000 0.0 0.0
340905,0.000000000 0.0 0.0
340906,0.000000000 0.0 0.0
340907,0.000000000 0.0 0.0
340908,0.000000000 0.0 0.0
340909,0.000000000 0.0 0.0
340910,0.000000000 0.0 0.0
340911,0.000000000 0.0 0.0
340912,0.000000000 0.0 0.0
340913,0.000000000 0.0 0.0
340914,0.000000000 0.0 0.0
340915,1.000000000 0.0 0.0
340916,0.000000000 0.0 1e-05
340917,0.000000000 0.0 0.0
340918,0.000000000 0.0 0.0
340919,0.000000000 0.0 0.0
340920,0.999991658 0.0 0.0
340921,0.000000000 0.0 0.0
340922,0.000000000 0.0 0.0
340923,0.000000000 0.0 0.0
340924,0.999991658 0.0 0.0
340925,0.999991658 0.0 0.0
340926,0.000000000 0.0 0.0
340927,0.000000000 0.0 0.0
340928,0.000000000 0.0 0.0
340929,0.000000000 0.0 0.0
340930,1.000000000 0.0 0.0
340931,0.000000000 0.0 0.0
340932,0.000000000 0.0 0.0
340933,0.000000000 0.0 0.0
340934,0.000000000 0.0 0.0
340935,0.000000000 0.0 0.0
340936,0.000000000 0.0 0.0
340937,0.000000000 0.0 0.0
340938,0.000000000 0.0 0.0
340939,0.000000000 0.0 0.0
340940,0.000000000 0.0 4e-05
340941,0.000000000 0.0 0.0
340942,0.000000000 0.0 0.0
340943,0.000000000 0.0 0.0
340944,0.000000000 0.0 0.0
340945,0.000000000 0.0 0.0
340946,0.999991658 0.0 0.0
340947,0.000000000 0.0 0.0
340948,0.000000000 0.0 0.0
340949,0.999991658 0.0 0.0
340950,0.000000000 0.0 0.0
340951,0.000000000 0.0 0.0
340952,0.000000000 0.0 0.0
340953,1.000000000 0.0 0.0
340954,0.000000000 0.0 0.0
340955,0.000000000 0.0 0.0
340956,1.000000000 0.0 0.0
340957,0.000000000 0.0 0.0
340958,0.000000000 0.0 0.0
340959,0.000000000 0.0 0.0
340960,0.000000000 0.0 0.0
340961,0.000000000 0.0 0.0
340962,1.000000000 0.0 0.0
340963,0.000000000 0.0 0.0
340964,0.000000000 0.0 0.0
340965,0.000000000 0.0 0.0
340966,0.000000000 0.0 0.0
340967,0.000000000 0.0 0.0
340968,0.000000000 0.0 0.0
340969,0.000000000 0.0 0.0
340970,0.000000000 0.0 0.0
340971,0.999996855 0.0 0.0
340972,0.000000000 0.0 0.0
340973,0.999996855 0.0 0.0
340974,0.000000000 0.0 0.0
340975,1.000000000 0.0 0.0
340976,0.000000000 0.0 4e-05
340977,0.000000000 0.0 0.0
340978,0.000000000 0.0 0.0
340979,0.000000000 0.0 0.0
340980,0.000000000 0.0 0.0
340981,0.000000000 0.0 0.0
340982,0.000000000 0.0 0.0
340983,0.000000000 0.0 0.0
340984,0.000000000 0.0 0.0
340985,0.000000000 0.0 0.0
340986,0.000000000 0.0 0.0
340987,0.000000000 0.0 0.0
340988,0.000000000 0.0 0.0
340989,0.000000000 0.0 0.0
340990,0.000000000 0.0 0.0
340991,0.000000000 0.0 0.0
340992,0.000000000 0.0 0.0
340993,0.000000000 0.0 0.0
340994,0.000000000 0.0 0.00016
340995,0.000000000 0.0 0.0
340996,1.000000000 0.0 0.0
340997,0.000000000 0.0 0.0
340998,0.000000000 0.0 0.0
340999,0.000000000 0.0 0.0
341000,0.000000000 0.0 0.0
341001,0.000000000 0.0 0.0
341002,0.999991658 0.0 0.0
341003,0.000000000 0.0 0.0
341004,0.000000000 0.0 0.0
341005,0.000000000 0.0 0.0
341006,0.000000000 0.0 0.0
341007,0.000000000 0.0 0.0
341008,0.000000000 0.0 0.0
341009,0.000000000 0.0 0.0
341010,0.000000000 0.0 0.0
341011,0.000000000 0.0 0.0
341012,0.000000000 0.0 0.0
341013,0.000000000 0.0 0.0
341014,0.000000000 0.0 0.0
341015,0.000000000 0.0 0.0
341016,0.000000000 0.0 0.0
341017,0.000000000 0.0 2e-05
341018,0.000000000 0.0 0.0
341019,0.000000000 0.0 0.0
341020,0.000000000 0.0 0.00012
341021,0.000000000 0.0 0.0
341022,0.000000000 0.0 0.0
341023,0.000000000 0.0 0.0
341024,0.000000000 0.0 0.0
341025,0.000000000 0.0 0.0
341026,0.000000000 0.0 0.0
341027,0.000000000 0.0 0.0
341028,0.000000000 0.0 0.0
341029,0.000000000 0.0 0.0
341030,0.000000000 0.0 0.0
341031,0.000000000 0.0 0.0
341032,0.000000000 0.0 0.0
341033,0.000000000 0.0 0.0
341034,0.000000000 0.0 2e-05
341035,0.000000000 0.0 0.0
341036,0.000000000 0.0 0.0
341037,0.000000000 0.0 0.0
341038,0.000000000 0.0 0.0
341039,0.000000000 0.0 0.0
341040,0.000000000 0.0 0.0
341041,0.000000000 0.0 0.0
341042,0.000000000 0.0 0.0
341043,1.000000000 0.0 0.0
341044,0.000000000 0.0 0.0
341045,0.000000000 0.0 0.0
341046,0.000000000 0.0 0.0
341047,0.000000000 0.0 0.0
341048,0.000000000 0.0 0.0
341049,0.000000000 0.0 0.0
341050,0.000000000 0.0 0.0
341051,0.000000000 0.0 0.0
341052,0.000000000 0.0 0.0
341053,0.000000000 0.0 0.0
341054,0.000000000 0.0 0.0
341055,0.000000000 0.0 0.0
341056,0.000000002 0.0 0.0
341057,0.000000000 0.0 0.0
341058,0.000000000 0.0 0.0
341059,0.000000000 0.0 2e-05
341060,0.000000000 0.0 0.0
341061,0.000000000 0.0 0.0
341062,0.000000000 0.0 0.0
341063,0.390059475 0.0 0.0
341064,0.000000000 0.0 0.0
341065,0.000000000 0.0 2e-05
341066,0.000000000 0.0 0.0
341067,0.000000000 0.0 0.0
341068,0.000000000 0.0 0.0
341069,0.000000000 0.0 0.0
341070,0.000000000 0.0 0.0
341071,0.000000000 0.0 0.0
341072,0.000000000 0.0 0.0
341073,0.000000000 0.0 0.0
341074,0.000000000 0.0 0.0
341075,0.000000000 0.0 0.0
341076,0.000000000 0.0 0.0
341077,0.000000000 0.0 0.0
341078,0.000000000 0.0 0.0
341079,0.000000000 0.0 0.0
341080,0.999991658 0.0 0.0
341081,0.000000000 0.0 0.00044
341082,0.000000000 0.0 0.0
341083,0.000000000 0.0 0.0
341084,0.000000000 0.0 5e-05
341085,0.000000000 0.0 0.0
341086,0.000000000 0.0 0.0
341087,0.000000000 0.0 0.0
341088,0.000000000 0.0 0.0
341089,0.000000000 0.0 0.0
341090,0.000000000 0.0 0.0
341091,0.000000000 0.0 0.0
341092,0.000000000 0.0 0.0
341093,0.000000000 0.0 0.0
341094,0.000000000 0.0 0.0
341095,0.000000000 0.0 0.0
341096,0.000000000 0.0 0.0
341097,0.000000000 0.0 0.0
341098,0.000000000 0.0 0.0
341099,0.000000000 0.0 0.0
341100,0.000000000 0.0 0.0
341101,0.000000000 0.0 0.0
341102,0.000000000 0.0 0.0
341103,0.000000000 0.0 0.0
341104,0.000000000 0.0 0.0
341105,0.000000000 0.0 0.0
341106,0.000000000 0.0 0.0
341107,0.000000000 0.0 0.0
341108,0.000000000 0.0 0.0
341109,0.000000000 0.0 0.0
341110,0.000000000 0.0 0.0
341111,0.000000000 0.0 0.0
341112,0.000000000 0.0 0.0
341113,0.000000000 0.0 0.0
341114,0.000000000 0.0 0.0
341115,0.000000000 0.0 0.0
341116,0.000000000 0.0 0.0
341117,0.000000000 0.0 0.0
341118,0.000000000 0.0 0.0
341119,0.000000000 0.0 0.0
341120,0.000000000 0.0 0.0
341121,0.000000000 0.0 0.0
341122,0.000000000 0.0 0.0
341123,0.000000000 0.0 8e-05
341124,0.000000000 0.0 0.0
341125,0.000000000 0.0 0.0
341126,0.000000000 0.0 0.0
341127,0.000000000 0.0 0.0
341128,0.000000000 0.0 0.0
341129,0.000000000 0.0 0.0
341130,0.000000000 0.0 0.0
341131,0.000000000 0.0 0.00015
341132,0.000000000 0.0 0.0
341133,0.000000000 0.0 0.0
341134,0.000000000 0.0 0.0
341135,0.000000000 0.0 0.0
341136,0.000000000 0.0 0.0
341137,0.000000000 0.0 0.0
341138,0.000000000 0.0 0.0
341139,0.000000000 0.0 0.0
341140,0.000000000 0.0 0.0
341141,0.000000000 0.0 3e-05
341142,0.000000000 0.0 0.0
341143,0.000000000 0.0 0.0
341144,0.000000000 0.0 0.0
341145,0.000000000 0.0 0.0
341146,0.000000000 0.0 0.0
341147,0.000000000 0.0 0.0
341148,0.000000000 0.0 0.0
341149,0.000000000 0.0 0.0
341150,0.000000000 0.0 0.0
341151,0.000000000 0.0 0.0
341152,0.000000000 0.0 0.0
341153,0.000000000 0.0 0.0
341154,0.000000000 0.0 0.0
341155,0.000000000 0.0 0.0
341156,0.000000000 0.0 0.0
341157,0.000000000 0.0 0.0
341158,0.000000000 0.0 0.0
341159,0.000000000 0.0 0.0
341160,0.000000000 0.0 0.0
341161,0.000000000 0.0 0.0
341162,0.000000000 0.0 0.0
341163,0.000000000 0.0 0.0
341164,0.000000000 0.0 4e-05
341165,0.000000000 0.0 0.0
341166,0.000000000 0.0 0.0
341167,0.000000000 0.0 0.0
341168,0.000000000 0.0 0.0
341169,0.000000000 0.0 2e-05
341170,0.000000000 0.0 0.0
341171,0.000000000 0.0 0.0
341172,0.000000000 0.0 0.0
341173,0.000000000 0.0 0.0
341174,0.000000000 0.0 0.0
341175,0.000000000 0.0 0.0
341176,0.000000000 0.0 0.0
341177,0.000000000 0.0 0.0
341178,0.000000000 0.0 0.0
341179,0.000000000 0.0 0.0
341180,0.000000000 0.0 0.0
341181,0.000000000 0.0 0.0
341182,0.000000000 0.0 0.0
341183,0.000000000 0.0 0.0
341184,0.000000000 0.0 0.0
341185,0.000000000 0.0 0.0
341186,0.000000000 0.0 0.0
341187,0.000000000 0.0 0.0
341188,0.000000000 0.0 0.0
341189,0.000000000 0.0 0.0
341190,0.000000000 0.0 0.0
341191,0.000000000 0.0 0.0
341192,0.000000000 0.0 0.0
341193,0.000000000 0.0 0.0
341194,0.000000000 0.0 0.0
341195,0.000000000 0.0 0.0
341196,0.000000000 0.0 0.0
341197,0.000000000 0.0 0.0
341198,0.000000000 0.0 0.0
341199,0.000000000 0.0 0.0
341200,0.000000000 0.0 2e-05
341201,0.000000000 0.0 0.0
341202,0.000000000 0.0 0.0
341203,0.000000000 0.0 0.0
341204,0.000000000 0.0 0.0
341205,0.000000000 0.0 0.0
341206,0.000000000 0.0 0.0
341207,0.000000000 0.0 0.0
341208,0.000000000 0.0 0.0
341209,0.000000000 0.0 1e-05
341210,0.000000000 0.0 0.0
341211,0.000000000 0.0 0.0
341212,0.000000000 0.0 0.0
341213,0.000000000 0.0 0.0
341214,0.000000000 0.0 0.0
341215,0.000000000 0.0 0.0
341216,0.000000000 0.0 0.0
341217,0.000000000 0.0 0.0
341218,0.000000000 0.0 0.0
341219,0.000000000 0.0 0.0
341220,0.000000000 0.0 0.0
341221,0.000000000 0.0 0.0
341222,0.000000000 0.0 0.0
341223,0.000000000 0.0 1e-05
341224,0.000000000 0.0 0.0
341225,0.000000000 0.0 0.0
341226,0.000000000 0.0 0.0
341227,0.000000000 0.0 0.0
341228,0.000000000 0.0 0.0
341229,0.000000000 0.0 0.0
341230,0.000000000 0.0 0.0
341231,0.000000000 0.0 0.0
341232,0.000000000 0.0 0.0
341233,0.000000000 0.0 0.0
341234,0.000000000 0.0 0.0
341235,0.000000000 0.0 0.0
341236,0.000000000 0.0 0.0
341237,0.000000000 0.0 0.0
341238,0.000000000 0.0 0.0
341239,0.999996855 0.0 0.0
341240,0.000000000 0.0 0.0
341241,0.000000000 0.0 0.0
341242,0.000000000 0.0 0.0
341243,0.000000000 0.0 0.0
341244,0.000000000 0.0 0.0
341245,0.999996855 0.0 0.0
341246,0.000000000 0.0 0.0
341247,0.000000000 0.0 0.0
341248,0.000000000 0.0 0.0
341249,0.000000000 0.0 0.0
341250,0.000000000 0.0 0.0
341251,0.000000000 0.0 0.0
341252,0.000000000 0.0 0.0
341253,0.000000000 0.0 0.0
341254,0.000000001 0.0 0.0
341255,0.999993290 0.0 0.0
341256,0.000000000 0.0 0.0
341257,0.999996855 0.0 0.0
341258,0.000000000 0.0 0.0
341259,0.000000000 0.0 0.0
341260,0.000000000 0.0 0.0
341261,0.000000000 0.0 0.0
341262,0.000000000 0.0 0.0
341263,0.000000000 0.0 0.0
341264,0.000000000 0.0 0.0
341265,0.000000000 0.0 0.0
341266,0.000000000 0.0 0.0
341267,0.000000000 0.0 0.0
341268,0.000000000 0.0 0.0
341269,0.000000000 0.0 0.0
341270,0.000000000 0.0 0.0
341271,0.000000000 0.0 0.0
341272,0.000000000 0.0 0.0
341273,0.000000000 0.0 0.0
341274,0.000000000 0.0 0.0
341275,0.000000000 0.0 0.0
341276,0.000000000 0.0 0.0
341277,0.000000000 0.0 0.0
341278,0.000000000 0.0 0.0
341279,0.000000000 0.0 0.0
341280,0.000000000 0.0 0.0
341281,0.000000000 0.0 0.0
341282,0.000000000 0.0 0.0
341283,1.000000000 0.0 0.0
341284,0.000000000 0.0 0.0
341285,0.000000000 0.0 0.0
341286,0.000000000 0.0 0.0
341287,0.000000000 0.0 0.0
341288,0.000000000 0.0 0.0
341289,0.000000000 0.0 0.0
341290,0.000000000 0.0 0.0
341291,0.000000000 0.0 0.0
341292,0.000000000 0.0 0.0
341293,0.000000000 0.0 0.0
341294,0.000000000 0.0 0.0
341295,0.000000000 0.0 0.0
341296,0.000000000 0.0 0.0
341297,0.000000000 0.0 0.0
341298,0.000000000 0.0 0.0
341299,0.000000000 0.0 0.0
341300,0.000000000 0.0 0.0
341301,0.000000000 0.0 0.0
341302,0.000000000 0.0 0.0
341303,0.000000000 0.0 0.0
341304,0.000000000 0.0 0.0
341305,0.000000000 0.0 0.0
341306,0.000000000 0.0 0.0
341307,0.000000000 0.0 0.0
341308,0.000000000 0.0 0.0
341309,0.000000000 0.0 0.0
341310,0.000000000 0.0 0.0
341311,0.000000000 0.0 0.0
341312,0.000000000 0.0 0.0
341313,0.000000000 0.0 1e-05
341314,0.000000000 0.0 0.0
341315,0.000000000 0.0 0.0
341316,0.000000000 0.0 0.0
341317,0.999998963 0.0 0.0
341318,0.000000000 0.0 0.0
341319,0.000000000 0.0 0.0
341320,0.999998963 0.0 0.0
341321,0.000000000 0.0 0.0
341322,0.000000000 0.0 0.0
341323,0.000000000 0.0 0.0
341324,0.000000000 0.0 0.0
341325,0.000000000 0.0 0.0
341326,0.000000000 0.0 0.0
341327,0.000000000 0.0 0.0
341328,0.000000000 0.0 0.0
341329,0.000000000 0.0 0.0
341330,0.000000000 0.0 0.0
341331,0.000000000 0.0 0.0
341332,0.000000000 0.0 0.0
341333,0.000000000 0.0 0.0
341334,0.000000000 0.0 0.0
341335,0.000000917 0.0 0.0
341336,0.000000000 0.0 0.0
341337,0.000000000 0.0 0.0
341338,0.000000000 0.0 0.0
341339,0.000000000 0.0 0.0
341340,0.000000000 0.0 0.0
341341,0.000000000 0.0 0.0
341342,0.000000000 0.0 0.0
341343,0.000000000 0.0 0.0
341344,0.000000000 0.0 0.0
341345,0.000000000 0.0 0.0
341346,0.000000000 0.0 0.0
341347,0.000000000 0.0 1e-05
341348,0.000000000 0.0 0.0
341349,0.000000000 0.0 0.0
341350,0.000000000 0.0 0.0
341351,0.000000000 0.0 0.0
341352,0.000000000 0.0 0.0
341353,0.000000000 0.0 0.0
341354,0.000000000 0.0 0.0
341355,0.000000000 0.0 0.0
341356,0.000000000 0.0 0.0
341357,0.000000000 0.0 0.0
341358,0.000000000 0.0 0.0
341359,0.000000000 0.0 0.0
341360,0.000000000 0.0 0.0
341361,0.000000000 0.0 0.0
341362,0.000000000 0.0 3e-05
341363,0.000000000 0.0 0.0
341364,0.000000000 0.0 0.0
341365,0.000000000 0.0 0.0
341366,0.000000000 0.0 0.0
341367,0.000000000 0.0 0.0
341368,0.000000000 0.0 0.0
341369,0.000000000 0.0 0.0
341370,0.000000917 0.0 0.0
341371,0.000000000 0.0 0.0
341372,0.000000000 0.0 0.0
341373,0.000000000 0.0 0.0
341374,0.000000000 0.0 0.0
341375,0.000000000 0.0 0.0
341376,0.000000000 0.0 0.0
341377,0.000000000 0.0 0.0
341378,0.000000000 0.0 0.0
341379,0.000000000 0.0 0.0
341380,0.000000000 0.0 0.0
341381,0.000000000 0.0 0.0
341382,0.000000000 0.0 0.0
341383,0.000000000 0.0 0.0
341384,0.000000000 0.0 0.0
341385,0.000000000 0.0 0.0
341386,0.000000000 0.0 0.0
341387,0.000000000 0.0 0.0
341388,0.000000000 0.0 0.0
341389,0.000000000 0.0 0.0
341390,0.000000000 0.0 0.0
341391,0.000000000 0.0 0.0
341392,0.000000000 0.0 0.0
341393,0.000000000 0.0 0.0
341394,0.000000000 0.0 0.0
341395,0.000000000 0.0 0.0
341396,0.000000000 0.0 0.0
341397,0.000000000 0.0 0.0
341398,0.000000000 0.0 0.0
341399,0.000000000 0.0 0.0
341400,0.000000000 0.0 0.0
341401,0.000000000 0.0 0.0
341402,0.000000000 0.0 0.0
341403,0.000000000 0.0 0.0
341404,0.000000000 0.0 0.0
341405,0.000000000 0.0 0.0
341406,0.000000000 0.0 0.0
341407,0.000000000 0.0 0.0
341408,0.000000000 0.0 0.0
341409,0.000000000 0.0 0.0
341410,0.000000000 0.0 1e-05
341411,0.000000000 0.0 1e-05
341412,0.000000000 0.0 0.0
341413,0.000000000 0.0 0.0
341414,0.000000000 0.0 0.0
341415,0.000000000 0.0 0.0
341416,0.000000000 0.0 0.0
341417,0.000000000 0.0 3e-05
341418,0.000000000 0.0 0.0
341419,0.000000000 0.0 0.0
341420,0.000000000 0.0 0.0
341421,0.000000000 0.0 0.0
341422,0.000000000 0.0 0.0
341423,0.000000000 0.0 0.0
341424,0.000000000 0.0 0.0
341425,0.000000000 0.0 0.0
341426,0.000000000 0.0 0.0
341427,0.000000000 0.0 0.0
341428,0.000000000 0.0 0.0
341429,0.000000000 0.0 0.0
341430,0.000000000 0.0 0.0
341431,0.000000000 0.0 0.0
341432,0.000000000 0.0 0.0
341433,0.000000000 0.0 0.0
341434,1.000000000 0.0 0.0
341435,0.000000000 0.0 0.0
341436,0.000000000 0.0 0.0
341437,0.000000000 0.0 0.0
341438,0.000000000 0.0 0.0
341439,0.000000000 0.0 0.0
341440,0.000000000 0.0 0.0
341441,1.000000000 0.0 0.0
341442,0.000000000 0.0 0.0
341443,0.000000000 0.0 0.0
341444,0.000000000 0.0 0.0
341445,0.000000000 0.0 0.0
341446,0.000000000 0.0 0.0
341447,0.000000000 0.0 0.0
341448,0.000000000 0.0 0.0
341449,0.000000000 0.0 0.0
341450,0.000000000 0.0 0.0
341451,0.000000000 0.0 0.00016
341452,0.000000000 0.0 0.0
341453,0.000000000 0.0 0.0
341454,0.000000000 0.0 0.0
341455,1.000000000 0.0 0.0
341456,0.000000000 0.0 0.0
341457,0.000000000 0.0 0.0
341458,0.000000000 0.0 0.0
341459,0.000000000 0.0 0.0
341460,0.000000000 0.0 0.0
341461,0.000000000 0.0 0.0
341462,0.000000000 0.0 0.0
341463,0.000000000 0.0 0.0
341464,0.000000000 0.0 0.0
341465,0.000000000 0.0 0.0
341466,0.000000000 0.0 0.0
341467,0.000000000 0.0 0.0
341468,0.000000000 0.0 0.0
341469,0.000000000 0.0 0.0
341470,0.000000000 0.0 0.0
341471,0.000000000 0.0 0.0
341472,0.000000000 0.0 0.0
341473,0.000000000 0.0 0.0
341474,0.000000000 0.0 0.0
341475,0.000000000 0.0 0.0
341476,0.000000000 0.0 0.0
341477,0.000000000 0.0 0.0
341478,0.000000000 0.0 0.0
341479,1.000000000 0.0 0.0
341480,0.000000000 0.0 0.0
341481,0.000000000 0.0 0.0
341482,0.000000000 0.0 0.00016
341483,0.000000000 0.0 0.0
341484,0.000000000 0.0 0.0
341485,0.000000000 0.0 0.0
341486,0.000000000 0.0 0.0
341487,0.000000000 0.0 0.0
341488,0.000000000 0.0 0.0
341489,0.000000000 0.0 0.0
341490,0.000000000 0.0 0.0
341491,0.000000000 0.0 0.0
341492,0.000000000 0.0 0.0
341493,0.000000000 0.0 0.0
341494,0.000000000 0.0 0.0
341495,0.000000000 0.0 0.0
341496,0.000000000 0.0 0.0
341497,0.000000000 0.0 1e-05
341498,0.000000000 0.0 0.0
341499,0.000000000 0.0 0.0
341500,0.000000000 0.0 0.0
341501,0.000000000 0.0 0.0
341502,0.000000000 0.0 0.0
341503,0.000000000 0.0 0.0
341504,0.000000000 0.0 0.0
341505,0.000000000 0.0 0.0
341506,0.000000000 0.0 0.0
341507,0.000000000 0.0 0.0
341508,0.000000000 0.0 0.0
341509,0.000000000 0.0 0.0
341510,0.000000000 0.0 0.0
341511,0.000000000 0.0 0.0
341512,0.000000000 0.0 0.0
341513,0.000000000 0.0 0.0
341514,0.000000000 0.0 0.0
341515,0.000000000 0.0 0.0
341516,0.000000000 0.0 0.0
341517,0.000000000 0.0 0.0
341518,0.000000000 0.0 0.0
341519,0.000000000 0.0 0.0
341520,0.000000000 0.0 0.0
341521,0.000000000 0.0 0.0
341522,0.000000000 0.0 0.0
341523,0.000000000 0.0 0.0
341524,0.000000000 0.0 0.0
341525,0.000000000 0.0 0.0
341526,0.000000000 0.0 0.0
341527,0.000000000 0.0 0.0
341528,0.000000000 0.0 0.0
341529,0.000000000 0.0 0.0
341530,0.000000000 0.0 0.0
341531,0.999998963 0.0 0.0
341532,0.000000000 0.0 0.0
341533,0.000000000 0.0 0.0
341534,0.999998963 0.0 0.0
341535,0.000000000 0.0 0.0
341536,1.000000000 0.0 0.0
341537,0.000000000 0.0 0.0
341538,0.000000000 0.0 0.0
341539,0.999998963 0.0 0.0
341540,0.000000000 0.0 0.0
341541,0.999998963 0.0 0.0
341542,0.999998963 0.0 0.0
341543,0.000000000 0.0 0.0
341544,0.000000000 0.0 0.0
341545,0.999998963 0.0 0.0
341546,0.000000000 0.0 1e-05
341547,0.000000000 0.0 0.0
341548,0.000000000 0.0 0.0
341549,0.999998963 0.0 0.0
341550,0.999998963 0.0 0.0
341551,0.999998963 0.0 0.0
341552,0.000000000 0.0 0.0
341553,0.000000000 0.0 0.0
341554,0.000000000 0.0 1e-05
341555,0.000000000 0.0 0.0
341556,1.000000000 0.0 0.0
341557,1.000000000 0.0 0.0
341558,0.000000000 0.0 0.0
341559,0.000000000 0.0 0.0
341560,0.000000000 0.0 0.0
341561,0.000000000 0.0 0.0
341562,0.000000000 0.0 0.0
341563,1.000000000 0.0 0.0
341564,0.000000000 0.0 0.0
341565,0.000000000 0.0 0.0
341566,1.000000000 0.0 0.0
341567,0.997740505 0.0 0.0
341568,0.000000000 0.0 0.0
341569,0.000000000 0.0 0.0
341570,0.000000000 0.0 0.0
341571,0.000000000 0.0 0.0
341572,0.000000000 0.0 0.0
341573,0.000000000 0.0 0.0
341574,0.999832254 0.0 0.0
341575,0.000000000 0.0 0.0
341576,0.000000000 0.0 0.0
341577,0.000000000 0.0 0.0
341578,0.000000000 0.0 0.0
341579,0.000000000 0.0 0.0
341580,0.000000000 0.0 0.0
341581,0.000000000 0.0 0.0
341582,0.000000000 0.0 0.0
341583,0.000000000 0.0 0.0
341584,0.000000000 0.0 0.0
341585,0.000000000 0.0 0.0
341586,0.000000000 0.0 0.0
341587,0.000000000 0.0 0.0
341588,0.000000000 0.0 0.0
341589,0.000000000 0.0 0.0
341590,0.010848169 0.0 0.0
341591,0.010848169 0.0 0.0
341592,0.000000000 0.0 0.0
341593,0.000000000 0.0 0.0
341594,0.000000000 0.0 0.0
341595,0.000000000 0.0 0.0
341596,0.000000000 0.0 0.0
341597,0.000000000 0.0 0.0
341598,0.000000000 0.0 0.0
341599,0.010848169 0.0 0.0
341600,0.000000000 0.0 0.0
341601,0.000000000 0.0 0.0
341602,0.000000000 0.0 0.0
341603,0.000000000 0.0 0.0
341604,0.000000000 0.0 1e-05
341605,0.000000000 0.0 1e-05
341606,0.999998963 0.0 0.0
341607,0.999998963 0.0 0.0
341608,0.000000000 0.0 0.0
341609,1.000000000 0.0 0.0
341610,1.000000000 0.0 0.0
341611,0.999998963 0.0 0.0
341612,0.999998963 0.0 0.0
341613,0.000000000 0.0 0.0
341614,0.000000000 0.0 0.0
341615,0.000000000 0.0 0.0
341616,0.000000000 0.0 0.0
341617,0.000000000 0.0 0.0
341618,0.000000004 0.0 0.0
341619,0.000000000 0.0 0.0
341620,0.000000018 0.0 0.0
341621,0.000000000 0.0 0.0
341622,0.000000000 0.0 0.0
341623,0.000000000 0.0 1e-05
341624,0.000000000 0.0 0.0
341625,0.000000000 0.0 0.0
